Transaction_ID,Sender_ID,Receiver_ID,Amount,Timestamp,Location,Merchant_Type,Status
VEL_0_0,VELOCITY_BOT_0@paytm,courseapp.pay@icici,299.5,2024-01-02 19:00:00,Chennai,entertainment,success
b5aa2232-25d,amit_9541@paytm,pooja_5097@ybl,619.5,2024-01-02 19:00:30,Chennai,p2p,success
5a7116d9-f8d,neha_9816@ibl,arjun_7153@ybl,1324.82,2024-01-02 19:00:31,Chennai,p2p,success
c269b473-641,rahul_1635@oksbi,internet.pay@ybl,1640.49,2024-01-02 19:01:39,Pune,bills,success
VEL_0_1,VELOCITY_BOT_0@paytm,ola.pay@icici,100.78,2024-01-02 19:02:00,Pune,food,success
abcfdec0-7b5,isha_5312@ybl,flipkart.pay@okhdfc,4132.23,2024-01-02 19:02:59,Pune,shopping,success
30210a84-109,rohan_3172@ibl,delhibelly.pay@axl,67.35,2024-01-02 19:03:41,Chennai,food,success
VEL_0_2,VELOCITY_BOT_0@paytm,cafeshop.pay@axl,376.93,2024-01-02 19:04:00,Chennai,food,failed
a32c2a26-5ae,dev_4765@oksbi,delhibelly.pay@ybl,457.7,2024-01-02 19:04:34,Jaipur,food,success
64418a3f-563,ananya_4921@ibl,aditya_3842@axl,747.79,2024-01-02 19:05:53,Jaipur,p2p,success
VEL_0_3,VELOCITY_BOT_0@paytm,amazon.pay@axl,222.68,2024-01-02 19:06:00,Kolkata,shopping,success
5047db4e-d8d,neha_4317@axl,pharmacy.pay@okhdfc,723.32,2024-01-02 19:07:11,Delhi,health,success
a0b5479b-ab6,sneha_6105@ybl,pooja_3696@axl,1706.27,2024-01-02 19:07:27,Ahmedabad,p2p,success
VEL_0_4,VELOCITY_BOT_0@paytm,gas.pay@icici,973.3,2024-01-02 19:08:00,Pune,food,success
1bf77f15-fc9,dev_957@axl,healthapp.pay@okhdfc,899.45,2024-01-02 19:09:13,Kolkata,health,success
bf6165f1-f63,priya_6459@icici,swiggy.pay@ybl,371.33,2024-01-02 19:09:28,Hyderabad,food,success
2d31a92c-dc7,neha_4205@ibl,internet.pay@okhdfc,4457.23,2024-01-02 19:09:30,Jaipur,bills,success
82216861-65d,arjun_9124@ybl,uber.pay@ybl,98.56,2024-01-02 19:09:35,Kolkata,transport,success
77389a0b-734,karan_6149@icici,zomato.pay@icici,407.15,2024-01-02 19:09:55,Chennai,food,success
VEL_0_5,VELOCITY_BOT_0@paytm,clinic.pay@okhdfc,242.16,2024-01-02 19:10:00,Delhi,bills,success
c175b8c4-3e6,vikram_5617@axl,ananya_2863@ybl,707.52,2024-01-02 19:10:27,Kolkata,p2p,success
2090d8f4-ea8,simran_9026@ibl,vikram_2893@paytm,315.45,2024-01-02 19:10:33,Lucknow,p2p,success
9124553b-aa2,karan_2917@icici,delhibelly.pay@ibl,482.47,2024-01-02 19:12:00,Pune,food,success
VEL_0_6,VELOCITY_BOT_0@paytm,petrolpump.pay@ybl,854.11,2024-01-02 19:12:00,Jaipur,health,failed
8dc96462-57b,rahul_3185@okhdfc,priya_109@oksbi,1040.61,2024-01-02 19:12:07,Pune,p2p,success
f4ce9f61-09b,priya_525@ibl,vikram_810@ibl,299.25,2024-01-02 19:13:24,Kolkata,p2p,success
5e528015-18a,ananya_2863@ybl,gas.pay@paytm,1250.35,2024-01-02 19:13:29,Lucknow,bills,success
8499123e-444,sneha_6105@ybl,school.pay@icici,1717.57,2024-01-02 19:13:40,Ahmedabad,education,success
VEL_0_7,VELOCITY_BOT_0@paytm,mobile.pay@icici,998.44,2024-01-02 19:14:00,Lucknow,education,success
51378d0e-eeb,simran_8638@ybl,rapido.pay@ibl,154.49,2024-01-02 19:14:34,Jaipur,transport,success
fb7faf23-e30,vikram_9444@oksbi,hospital.pay@axl,1064.67,2024-01-02 19:14:39,Hyderabad,health,success
c078e4ff-3ac,rahul_3185@okhdfc,clinic.pay@okhdfc,810.43,2024-01-02 19:14:44,Jaipur,health,success
VEL_0_8,VELOCITY_BOT_0@paytm,electricity.pay@ibl,199.97,2024-01-02 19:16:00,Mumbai,health,success
f501b49f-992,amit_1245@axl,internet.pay@oksbi,884.51,2024-01-02 19:17:21,Delhi,bills,success
fd4fff7c-511,rohan_7064@paytm,aditya_1836@okhdfc,1571.29,2024-01-02 19:17:36,Ahmedabad,p2p,success
VEL_0_9,VELOCITY_BOT_0@paytm,zomato.pay@axl,852.24,2024-01-02 19:18:00,Ahmedabad,shopping,success
880b3a66-278,rohan_6040@icici,books.pay@axl,1471.84,2024-01-02 19:18:24,Bangalore,education,success
e987b40b-2c8,vikram_1638@icici,rahul_6409@ibl,547.4,2024-01-02 19:19:03,Kolkata,p2p,success
VEL_0_10,VELOCITY_BOT_0@paytm,localstore.pay@icici,346.99,2024-01-02 19:20:00,Jaipur,transport,failed
9cdc8cf6-7be,arjun_4790@axl,neha_4805@ibl,2702.25,2024-01-02 19:20:01,Delhi,p2p,success
c71bc30e-f6b,vikram_6280@okhdfc,dev_343@paytm,916.55,2024-01-02 19:20:17,Lucknow,p2p,success
VEL_0_11,VELOCITY_BOT_0@paytm,hospital.pay@paytm,767.6,2024-01-02 19:22:00,Jaipur,transport,success
bb675cc0-f2c,priya_8991@axl,healthapp.pay@ibl,978.26,2024-01-02 19:22:05,Ahmedabad,health,success
10545fad-9fd,simran_717@oksbi,rahul_6177@paytm,1280.38,2024-01-02 19:22:25,Mumbai,p2p,success
83f2d932-d11,neha_7099@ibl,priya_5244@icici,584.21,2024-01-02 19:22:33,Lucknow,p2p,success
6124c175-2d9,karan_6149@icici,sneha_4585@ybl,1790.31,2024-01-02 19:22:53,Chennai,p2p,success
e25cecee-062,pooja_9381@ybl,simran_8391@paytm,1573.7,2024-01-02 19:23:28,Hyderabad,p2p,success
VEL_0_12,VELOCITY_BOT_0@paytm,healthapp.pay@oksbi,133.84,2024-01-02 19:24:00,Mumbai,education,success
888d05e1-50b,ananya_5906@paytm,mobile.pay@axl,699.07,2024-01-02 19:25:16,Pune,bills,success
VEL_0_13,VELOCITY_BOT_0@paytm,amazon.pay@ibl,804.13,2024-01-02 19:26:00,Pune,education,failed
7ecd95ed-3ae,sneha_4585@ybl,zomato.pay@ibl,252.76,2024-01-02 19:26:22,Pune,food,success
af4aea1a-b41,priya_4644@paytm,karan_5945@axl,277.44,2024-01-02 19:26:24,Chennai,p2p,success
2c6a3853-f35,karan_1438@paytm,isha_6073@oksbi,1013.68,2024-01-02 19:27:05,Ahmedabad,p2p,success
d752c271-f76,ananya_4868@axl,aditya_2691@okhdfc,663.07,2024-01-02 19:27:15,Ahmedabad,p2p,success
VEL_0_14,VELOCITY_BOT_0@paytm,foodcourt.pay@ybl,837.99,2024-01-02 19:28:00,Mumbai,education,success
35082a5e-b54,amit_9286@ibl,karan_9737@ybl,1004.24,2024-01-02 19:28:38,Lucknow,p2p,success
a0860289-871,amit_8276@axl,tuition.pay@oksbi,440.4,2024-01-02 19:29:11,Bangalore,education,success
1fba3f07-baa,dev_4791@icici,gas.pay@okhdfc,3823.68,2024-01-02 19:29:40,Chennai,bills,success
5b102db3-93b,vikram_8498@okhdfc,arjun_2214@icici,2104.45,2024-01-02 19:30:40,Delhi,p2p,success
6271e1fb-be7,aditya_6813@oksbi,sneha_7210@ybl,1033.01,2024-01-02 19:31:09,Delhi,p2p,success
1c3c8c10-fd4,isha_6297@oksbi,tuition.pay@icici,1478.74,2024-01-02 19:31:18,Bangalore,education,success
dbaee69c-dc8,isha_4451@oksbi,dev_4337@paytm,657.41,2024-01-02 19:33:46,Ahmedabad,p2p,success
3faeea79-50e,rohan_2649@icici,ola.pay@ibl,464.86,2024-01-02 19:33:57,Hyderabad,transport,success
9adbbdc2-0a5,vikram_7370@okhdfc,gaming.pay@icici,1535.55,2024-01-02 19:34:07,Jaipur,entertainment,success
7ca37ff0-bd4,priya_6709@paytm,amit_2246@okhdfc,1655.58,2024-01-02 19:36:09,Kolkata,p2p,success
c9fcf3e4-93e,aditya_2730@icici,flipkart.pay@ybl,2297.43,2024-01-02 19:36:35,Mumbai,shopping,success
cba6886d-62c,arjun_8593@paytm,priya_6919@paytm,1568.5,2024-01-02 19:39:44,Jaipur,p2p,success
77e7b914-08f,ananya_418@okhdfc,pooja_3310@ybl,1560.95,2024-01-02 19:40:09,Ahmedabad,p2p,success
fb44fbe9-c0e,sneha_5874@ybl,hotstar.pay@ibl,918.77,2024-01-02 19:40:43,Pune,entertainment,success
8d0a8643-22d,simran_7993@okhdfc,gaming.pay@axl,1979.68,2024-01-02 19:41:40,Chennai,entertainment,success
d44278db-383,amit_9286@ibl,rohan_9255@axl,474.56,2024-01-02 19:41:45,Lucknow,p2p,success
e4cfd85d-f63,vikram_1137@axl,swiggy.pay@paytm,124.24,2024-01-02 19:42:19,Pune,food,success
463b35b6-a6e,arjun_4790@axl,tuition.pay@oksbi,1965.54,2024-01-02 19:42:50,Delhi,education,success
5e3b5069-7b4,arjun_8189@paytm,petrolpump.pay@ybl,75.35,2024-01-02 19:43:15,Chennai,transport,success
21bceeac-1a2,aditya_2730@icici,foodcourt.pay@oksbi,477.0,2024-01-02 19:43:41,Ahmedabad,food,success
4628aed3-271,sneha_4883@oksbi,dev_1498@icici,1924.43,2024-01-02 19:44:14,Mumbai,p2p,success
aa5fe95f-a2b,sneha_216@ybl,electricity.pay@oksbi,1500.57,2024-01-02 19:44:40,Ahmedabad,bills,success
6c169d5b-770,vikram_9646@oksbi,delhibelly.pay@ybl,622.29,2024-01-02 19:44:46,Kolkata,food,success
eb24ccb5-5b3,dev_7984@axl,books.pay@axl,107.74,2024-01-02 19:46:13,Jaipur,education,success
476cb237-8df,arjun_4090@axl,ananya_2625@okhdfc,1107.08,2024-01-02 19:47:54,Mumbai,p2p,success
bdd07545-5f1,priya_4644@paytm,electricity.pay@axl,3944.13,2024-01-02 19:48:19,Pune,bills,success
b5fa9674-11a,simran_7918@oksbi,hospital.pay@okhdfc,1322.01,2024-01-02 19:48:52,Mumbai,health,success
73ee146d-499,sneha_9031@oksbi,arjun_3290@ybl,1132.35,2024-01-02 19:49:25,Pune,p2p,success
172463ff-b35,aditya_623@oksbi,dev_1503@ybl,1726.49,2024-01-02 19:49:48,Delhi,p2p,success
78da6aa8-734,arjun_9528@ybl,sneha_6601@paytm,954.45,2024-01-02 19:50:27,Kolkata,p2p,success
64c4807b-466,karan_505@ibl,courseapp.pay@icici,1844.16,2024-01-02 19:50:29,Bangalore,education,success
c1c66d9b-faa,ananya_2625@okhdfc,amazon.pay@oksbi,9256.95,2024-01-02 19:50:38,Chennai,shopping,success
e9473ca1-e6f,karan_1170@paytm,sneha_4007@axl,296.6,2024-01-02 19:51:16,Hyderabad,p2p,success
abfdc9bf-44c,rahul_6409@ibl,flipkart.pay@axl,7074.8,2024-01-02 19:51:50,Delhi,shopping,success
7e9c3822-026,karan_8814@ibl,hotstar.pay@paytm,1530.56,2024-01-02 19:52:05,Lucknow,entertainment,success
7a3ebdf2-30c,neha_7606@ybl,rahul_2244@ibl,1082.39,2024-01-02 19:53:45,Lucknow,p2p,success
32d0b9f1-cae,aditya_9806@paytm,rahul_6380@oksbi,10.0,2024-01-02 19:54:08,Chennai,p2p,success
a15da306-cb8,isha_8024@paytm,reliance.pay@okhdfc,9393.14,2024-01-02 19:54:30,Mumbai,shopping,success
de8d5286-2ae,rohan_6040@icici,simran_1992@ybl,982.15,2024-01-02 19:55:23,Delhi,p2p,success
665e15e6-19d,karan_8461@paytm,vikram_3555@paytm,1145.11,2024-01-02 19:56:48,Ahmedabad,p2p,success
ff89e27f-7bc,ananya_4868@axl,metrocard.pay@paytm,379.16,2024-01-02 19:58:03,Ahmedabad,transport,success
2b853705-ab3,aditya_2691@okhdfc,mobile.pay@paytm,3836.41,2024-01-02 19:59:53,Ahmedabad,bills,success
6f13b78c-68f,sneha_4613@oksbi,books.pay@axl,1687.08,2024-01-02 19:59:54,Pune,education,success
e02a0dee-6fa,vikram_6280@okhdfc,internet.pay@axl,4397.75,2024-01-02 20:03:24,Lucknow,bills,success
1a49660b-a85,rohan_413@ybl,dmart.pay@axl,8042.3,2024-01-02 20:03:54,Jaipur,shopping,success
cf94f257-d82,pooja_2312@okhdfc,rapido.pay@axl,225.79,2024-01-02 20:04:44,Chennai,transport,success
8fb32f56-de7,neha_4205@ibl,localstore.pay@ybl,884.23,2024-01-02 20:05:12,Jaipur,shopping,success
cb03e49e-ec4,arjun_8899@axl,books.pay@okhdfc,1165.57,2024-01-02 20:06:02,Kolkata,education,success
014e5611-aa5,neha_7606@ybl,sneha_5873@okhdfc,936.48,2024-01-02 20:06:59,Ahmedabad,p2p,success
3c62b687-d0f,rohan_3017@okhdfc,simran_1992@ybl,983.27,2024-01-02 20:08:27,Lucknow,p2p,success
030cb1b6-a89,ananya_8333@okhdfc,arjun_2663@okhdfc,2032.55,2024-01-02 20:08:57,Delhi,p2p,success
5a3d3ee4-bb4,simran_4367@ibl,courseapp.pay@ybl,347.53,2024-01-02 20:08:58,Chennai,education,success
db637649-675,aditya_8013@oksbi,aditya_4069@axl,2397.94,2024-01-02 20:09:12,Ahmedabad,p2p,success
9fea8538-a5f,sneha_4282@ybl,karan_6481@ibl,1869.05,2024-01-02 20:10:07,Jaipur,p2p,success
e82b4fc7-78b,amit_8276@axl,tuition.pay@axl,1874.75,2024-01-02 20:10:37,Bangalore,education,success
5aa00dea-fe1,simran_8956@icici,books.pay@oksbi,1599.32,2024-01-02 20:12:53,Pune,education,success
df4d26ef-e0d,arjun_9124@ybl,clinic.pay@ibl,402.24,2024-01-02 20:13:40,Chennai,health,success
00a8cd36-aaa,karan_252@axl,rohan_678@icici,459.78,2024-01-02 20:15:02,Ahmedabad,p2p,success
b2f2df93-d06,amit_8276@axl,rohan_3005@paytm,1269.48,2024-01-02 20:16:08,Bangalore,p2p,success
086ac289-3e1,amit_6948@axl,hospital.pay@okhdfc,1018.22,2024-01-02 20:16:25,Bangalore,health,success
8a69c6ea-940,pooja_9617@icici,hospital.pay@icici,1373.34,2024-01-02 20:17:45,Jaipur,health,success
d9c7d36f-dc2,priya_692@oksbi,pooja_7151@oksbi,1437.07,2024-01-02 20:18:06,Mumbai,p2p,success
0ff982ae-c9e,neha_8336@okhdfc,aditya_9806@paytm,1109.83,2024-01-02 20:18:11,Chennai,p2p,success
57e5e456-394,sneha_4007@axl,foodcourt.pay@oksbi,794.12,2024-01-02 20:21:07,Chennai,food,success
0254f0b3-523,simran_4112@ybl,ananya_9812@icici,1569.49,2024-01-02 20:21:20,Pune,p2p,success
81faf0c9-5c8,vikram_979@paytm,zomato.pay@okhdfc,785.7,2024-01-02 20:21:34,Mumbai,food,success
95845371-77b,ananya_7823@icici,reliance.pay@ybl,5377.25,2024-01-02 20:23:38,Pune,shopping,success
c2f6eadd-5b3,simran_6943@oksbi,cafeshop.pay@axl,73.08,2024-01-02 20:24:30,Lucknow,food,success
4e17c4f3-d37,priya_1373@axl,hospital.pay@axl,1266.86,2024-01-02 20:25:19,Mumbai,health,success
57611daa-382,karan_6149@icici,rapido.pay@oksbi,480.73,2024-01-02 20:25:23,Chennai,transport,success
393cbe05-821,neha_7099@ibl,rohan_678@icici,260.98,2024-01-02 20:25:39,Lucknow,p2p,success
f3f6aa76-8eb,vikram_139@okhdfc,ananya_1756@okhdfc,1682.79,2024-01-02 20:25:43,Hyderabad,p2p,success
073092ae-de7,simran_123@okhdfc,sneha_5210@paytm,542.26,2024-01-02 20:26:12,Mumbai,p2p,success
54c149d2-fea,sneha_8747@paytm,neha_7606@ybl,1883.96,2024-01-02 20:28:44,Bangalore,p2p,success
c34630ab-6d2,neha_7645@ybl,amazon.pay@paytm,469.48,2024-01-02 20:28:57,Ahmedabad,shopping,success
2b1d4d19-71d,simran_7214@axl,bookmyshow.pay@oksbi,1716.46,2024-01-02 20:29:29,Hyderabad,entertainment,success
50beee65-493,karan_331@paytm,courseapp.pay@paytm,997.56,2024-01-02 20:29:49,Ahmedabad,education,success
bbf29de4-efa,vikram_1541@axl,vikram_5617@axl,1859.18,2024-01-02 20:33:20,Ahmedabad,p2p,success
f8ded963-bfd,pooja_3310@ybl,priya_109@oksbi,1895.43,2024-01-02 20:33:53,Kolkata,p2p,success
36d9d33e-16c,vikram_7126@ibl,karan_4137@axl,1745.58,2024-01-02 20:34:01,Lucknow,p2p,success
d6ecde15-a42,sneha_4282@ybl,zomato.pay@icici,237.85,2024-01-02 20:34:07,Jaipur,food,success
3990dfa6-023,vikram_9099@axl,karan_8953@paytm,549.87,2024-01-02 20:34:13,Bangalore,p2p,success
17d626e9-de6,simran_1432@ybl,dev_9350@oksbi,482.72,2024-01-02 20:35:16,Bangalore,p2p,success
6e515401-648,amit_1200@ybl,books.pay@ibl,326.65,2024-01-02 20:36:36,Pune,education,success
13d2a085-1bd,rohan_2484@ibl,vikram_8498@okhdfc,2235.44,2024-01-02 20:37:03,Hyderabad,p2p,success
ab1802d9-bed,arjun_4790@axl,delhibelly.pay@icici,466.82,2024-01-02 20:39:25,Delhi,food,success
6700dede-806,amit_8276@axl,gaming.pay@oksbi,358.83,2024-01-02 20:40:54,Bangalore,entertainment,success
0123b852-b60,neha_4535@okhdfc,books.pay@axl,1274.6,2024-01-02 20:41:08,Hyderabad,education,success
2b2cfffb-45b,arjun_3290@ybl,neha_9498@paytm,951.77,2024-01-02 20:41:48,Hyderabad,p2p,success
4fa11eb4-4cb,arjun_2748@ybl,books.pay@axl,494.9,2024-01-02 20:43:39,Delhi,education,success
d86f6d68-b4a,ananya_8104@ybl,dev_2667@paytm,840.34,2024-01-02 20:45:41,Lucknow,p2p,success
e5d0acc6-d96,neha_7319@ibl,localstore.pay@ybl,1451.77,2024-01-02 20:45:48,Kolkata,shopping,success
c04b8ae9-68d,pooja_487@ybl,zomato.pay@paytm,694.83,2024-01-02 20:48:54,Chennai,food,success
21e508d1-5ab,isha_4743@oksbi,flipkart.pay@oksbi,9612.57,2024-01-02 20:49:28,Ahmedabad,shopping,success
722a1dc0-1bb,karan_4225@oksbi,school.pay@axl,1035.37,2024-01-02 20:51:38,Kolkata,education,success
5e24eda3-22b,karan_6149@icici,aditya_8847@ibl,1688.91,2024-01-02 20:51:39,Chennai,p2p,success
5377c567-ce0,isha_7322@okhdfc,gaming.pay@icici,239.8,2024-01-02 20:52:27,Mumbai,entertainment,success
52e84491-4af,aditya_9978@ibl,sneha_4282@ybl,2099.18,2024-01-02 20:55:26,Mumbai,p2p,success
1849ae02-19c,dev_7706@ybl,karan_7046@ibl,885.39,2024-01-02 20:55:55,Mumbai,p2p,success
39b3dc7c-65c,dev_5616@okhdfc,neha_4805@ibl,10.0,2024-01-02 20:57:15,Pune,p2p,success
f25f81a7-41e,aditya_2730@icici,sneha_9063@icici,1286.9,2024-01-02 20:57:17,Ahmedabad,p2p,success
ec57f108-748,pooja_4636@ibl,hospital.pay@okhdfc,1045.04,2024-01-02 20:57:58,Lucknow,health,success
6b020699-1f1,vikram_5333@oksbi,neha_4317@axl,1342.91,2024-01-02 20:58:12,Mumbai,p2p,success
6af7564a-7f7,rohan_9255@axl,bookmyshow.pay@axl,119.94,2024-01-02 21:02:57,Jaipur,entertainment,success
c9add890-434,isha_9734@ibl,sneha_5874@ybl,221.96,2024-01-02 21:03:10,Delhi,p2p,success
35ed784a-ff2,karan_6149@icici,delhibelly.pay@ibl,200.54,2024-01-02 21:03:10,Chennai,food,success
c09e751c-255,rahul_5496@axl,rohan_7622@axl,1098.47,2024-01-02 21:04:58,Lucknow,p2p,success
57641217-2d1,pooja_7129@axl,ola.pay@ybl,204.85,2024-01-02 21:05:09,Chennai,transport,success
c6d0e2b4-f64,vikram_1541@axl,bookmyshow.pay@icici,463.24,2024-01-02 21:08:47,Ahmedabad,entertainment,success
b2837d23-6cc,amit_1200@ybl,school.pay@paytm,1266.63,2024-01-02 21:10:08,Jaipur,education,success
8fcff887-bbe,isha_9918@okhdfc,water.pay@ybl,4919.88,2024-01-02 21:20:38,Hyderabad,bills,success
2eb222ea-924,aditya_3842@axl,clinic.pay@oksbi,924.02,2024-01-02 21:20:40,Jaipur,health,success
3a1190ee-d18,rahul_3465@paytm,uber.pay@paytm,399.88,2024-01-02 21:20:44,Lucknow,transport,success
bc7e11b7-9da,isha_5312@ybl,vikram_1559@ibl,1192.0,2024-01-02 21:22:42,Pune,p2p,success
164432bf-429,pooja_7151@oksbi,neha_3482@ybl,1573.87,2024-01-02 21:23:47,Ahmedabad,p2p,success
eea07e7c-944,isha_3730@paytm,hotstar.pay@ibl,1759.17,2024-01-02 21:24:30,Hyderabad,entertainment,success
1381476a-ef0,amit_8649@axl,arjun_1084@icici,342.04,2024-01-02 21:29:27,Pune,p2p,success
ee2de062-304,rohan_9368@okhdfc,isha_8894@oksbi,528.96,2024-01-02 21:30:00,Bangalore,p2p,success
6071731a-dcf,vikram_3712@ibl,water.pay@paytm,409.86,2024-01-02 21:31:16,Ahmedabad,bills,success
8394865a-738,neha_6120@oksbi,localstore.pay@icici,7767.83,2024-01-02 21:31:22,Chennai,shopping,success
631854b8-012,vikram_1638@icici,clinic.pay@paytm,706.63,2024-01-02 21:34:08,Kolkata,health,success
c51ccf48-0c7,arjun_1084@icici,uber.pay@oksbi,299.16,2024-01-02 21:34:31,Hyderabad,transport,success
edcd521e-7e6,rohan_9368@okhdfc,rapido.pay@okhdfc,330.31,2024-01-02 21:35:05,Bangalore,transport,success
7cf620b6-9f2,neha_9968@okhdfc,reliance.pay@paytm,4348.44,2024-01-02 21:35:57,Bangalore,shopping,success
9d4238f1-0c0,priya_883@okhdfc,bookmyshow.pay@axl,1156.73,2024-01-02 21:39:15,Mumbai,entertainment,success
56357d97-519,rahul_7670@okhdfc,rapido.pay@ybl,98.22,2024-01-02 21:39:32,Jaipur,transport,success
01bfd4eb-adf,karan_4225@oksbi,uber.pay@icici,245.6,2024-01-02 21:40:10,Ahmedabad,transport,success
6920ecd3-d3f,vikram_3347@paytm,rohan_2484@ibl,1409.36,2024-01-02 21:42:58,Pune,p2p,success
c002b519-ac6,ananya_9468@okhdfc,hospital.pay@axl,1969.26,2024-01-02 21:43:51,Delhi,health,success
10bdbc8c-bdf,karan_4603@ybl,swiggy.pay@ibl,551.5,2024-01-02 21:44:16,Bangalore,food,success
da2efb26-c8c,amit_5538@okhdfc,karan_1257@paytm,913.46,2024-01-02 21:44:32,Pune,p2p,success
da3f495e-918,pooja_4636@ibl,flipkart.pay@okhdfc,4776.26,2024-01-02 21:48:57,Lucknow,shopping,success
64652671-93a,amit_3400@paytm,pharmacy.pay@icici,1431.42,2024-01-02 21:50:52,Bangalore,health,success
2b3f1c37-62d,vikram_1248@ybl,tuition.pay@okhdfc,1940.51,2024-01-02 21:53:01,Pune,education,success
fd4f6ae3-2c5,sneha_3322@oksbi,isha_1478@icici,1633.99,2024-01-02 21:55:10,Bangalore,p2p,success
a88d39aa-129,priya_8463@icici,reliance.pay@ibl,6025.79,2024-01-02 21:58:40,Kolkata,shopping,success
2cc95ce0-1cf,rohan_2649@icici,arjun_6847@paytm,1083.95,2024-01-02 22:00:32,Hyderabad,p2p,success
7788aa91-d73,isha_7998@ybl,rohan_2649@icici,2122.18,2024-01-02 22:02:51,Pune,p2p,success
cc4cd783-3f8,isha_8877@okhdfc,foodcourt.pay@ibl,602.86,2024-01-02 22:03:11,Chennai,food,success
278dcdfc-388,vikram_7126@ibl,zomato.pay@icici,246.8,2024-01-02 22:09:52,Pune,food,success
235420ab-c33,neha_9816@ibl,gaming.pay@ybl,1921.55,2024-01-02 22:10:13,Chennai,entertainment,success
4d619761-dcc,rahul_7590@icici,amit_1994@icici,1894.09,2024-01-02 22:12:52,Delhi,p2p,success
91b1bfcb-c43,karan_9290@axl,karan_9737@ybl,2570.95,2024-01-02 22:17:14,Chennai,p2p,success
ef9f8e94-f3f,ananya_3125@axl,simran_7993@okhdfc,311.5,2024-01-02 22:22:43,Pune,p2p,success
7739081e-179,amit_901@oksbi,priya_8991@axl,162.66,2024-01-02 22:23:53,Mumbai,p2p,success
c8b42d66-b0f,isha_3787@ibl,delhibelly.pay@oksbi,728.7,2024-01-02 22:24:44,Ahmedabad,food,success
3038dcb9-b15,isha_8024@paytm,aditya_550@okhdfc,2083.51,2024-01-02 22:26:02,Kolkata,p2p,success
f8575f1d-7df,aditya_4069@axl,metrocard.pay@paytm,174.64,2024-01-02 22:29:26,Pune,transport,success
9089e4d2-676,amit_8276@axl,arjun_1446@paytm,1439.96,2024-01-02 22:29:41,Bangalore,p2p,success
55f0f9f3-0e0,isha_609@icici,pharmacy.pay@axl,447.31,2024-01-02 22:29:44,Pune,health,success
5c54edce-07c,dev_9081@axl,vikram_8245@ybl,1067.97,2024-01-02 22:29:57,Kolkata,p2p,success
c31ff240-62b,aditya_6813@oksbi,internet.pay@axl,2080.75,2024-01-02 22:34:52,Delhi,bills,success
acef8937-60d,karan_9032@ibl,neha_9062@icici,1560.7,2024-01-02 22:37:35,Chennai,p2p,success
f1ca569e-861,sneha_4613@oksbi,neha_6083@ibl,1995.4,2024-01-02 22:43:31,Delhi,p2p,success
b072aa81-7d7,rohan_9572@ibl,dev_959@axl,2048.54,2024-01-02 22:45:19,Lucknow,p2p,success
b3db8a81-e3b,sneha_681@axl,vikram_1541@axl,642.42,2024-01-02 22:50:12,Delhi,p2p,success
8a40a761-760,arjun_8593@paytm,gas.pay@ybl,3256.66,2024-01-02 22:50:31,Jaipur,bills,success
90c7441b-de7,rahul_7670@okhdfc,pharmacy.pay@ybl,322.69,2024-01-02 22:54:00,Kolkata,health,success
f8e7fae5-ab9,dev_8365@oksbi,arjun_9212@oksbi,767.4,2024-01-02 22:56:37,Chennai,p2p,success
f331a901-45b,ananya_6329@oksbi,courseapp.pay@okhdfc,349.34,2024-01-02 22:57:17,Chennai,education,success
e1f4f62c-fa1,isha_5312@ybl,clinic.pay@axl,779.57,2024-01-02 23:00:12,Pune,health,success
06c5c325-ac5,pooja_9381@ybl,amit_8937@okhdfc,1217.37,2024-01-02 23:03:44,Hyderabad,p2p,success
1e7e6d9e-7e1,aditya_2340@axl,flipkart.pay@okhdfc,2789.01,2024-01-02 23:23:43,Pune,shopping,success
cc78bb15-715,dev_831@okhdfc,foodcourt.pay@icici,412.41,2024-01-02 23:47:48,Ahmedabad,food,success
311db558-439,karan_252@axl,healthapp.pay@axl,372.22,2024-01-03 00:24:31,Ahmedabad,health,success
5275e757-aed,rahul_3185@okhdfc,neha_7319@ibl,793.96,2024-01-03 00:33:35,Jaipur,p2p,success
5905eeaf-f46,ananya_188@icici,isha_7322@okhdfc,807.12,2024-01-03 01:22:48,Delhi,p2p,success
d4d2d314-759,ananya_6226@oksbi,dev_7706@ybl,1264.49,2024-01-03 01:24:00,Hyderabad,p2p,success
029142f3-b00,sneha_9810@oksbi,flipkart.pay@paytm,7319.16,2024-01-03 01:26:24,Hyderabad,shopping,success
7ecd39de-1c5,rohan_6376@paytm,internet.pay@ybl,626.89,2024-01-03 01:31:57,Lucknow,bills,success
3460c666-398,pooja_1848@icici,amazon.pay@okhdfc,7908.69,2024-01-03 01:32:02,Hyderabad,shopping,success
6f82d17e-c8e,neha_9816@ibl,flipkart.pay@axl,3717.91,2024-01-03 01:40:17,Chennai,shopping,success
268094f7-902,ananya_7310@okhdfc,sneha_5873@okhdfc,2362.71,2024-01-03 01:59:02,Ahmedabad,p2p,success
e13933d8-b22,isha_2454@axl,amit_3231@okhdfc,2512.35,2024-01-03 02:09:43,Jaipur,p2p,success
fafb7246-d54,sneha_7409@icici,rapido.pay@axl,392.96,2024-01-03 02:09:56,Ahmedabad,transport,success
15fb5af9-f49,neha_7553@okhdfc,gas.pay@okhdfc,4568.71,2024-01-03 02:10:21,Lucknow,bills,success
